"","X.1","X","variable","label","type","has_value_labels","value_labels","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","scale_type","MainTheme","Subtheme","notes"
"304",302,292,"Q138.11","Hizo algo para resolver un problema con sus vecinos (baches, alumbrado, limpia, etc.)","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement",NA
"305",303,293,"Q138.12","Vigilar la correcta realización de alguna obra pública","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement",NA
"306",304,294,"Q138.13","Bloquear calles, avenidas, carreteras","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement",NA
"307",305,295,"Q138.14","Mitin político","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement",NA
"308",306,296,"Q139","Para usted, votar es...","Escala 1-3",TRUE,"1=Importante;2=Poco importante;3=Nada importante","","Importante","Poco importante","Nada importante","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Community Participation","Decision-Making Participation",NA
"309",307,297,"Q140.1","El referendum","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation",NA
"310",308,298,"Q140.2","El plebiscito","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation",NA
"311",309,299,"Q140.3","La iniciativa ciudadana","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation",NA
"312",310,300,"Q140.4","La revocacion de mandato","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation",NA
"313",311,301,"Q140.5","Audiencias publicas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation",NA
"314",312,302,"Q140.6","Consulta publica","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation",NA
"315",313,303,"Q140.7","Consejos consultivos","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation",NA
"316",314,304,"Q140.8","Comites de participacion","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation",NA
"317",315,305,"Q140.9","Planeacion participativa","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation",NA
"318",316,306,"Q140.10","Presupuesto participativo","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation",NA
"319",317,307,"Q140.11","Cabildo abierto","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation",NA
"320",318,308,"Q140.12","Contralorias sociales","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation",NA
"321",319,309,"Q140.13","Mecanismos de participacion social para ninas, ninos y adolescentes","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation",NA
"322",320,310,"Q141","¿Conoce o ha escuchado hablar de Plan Estratégico de Juárez A.C.? SIN APOYO VISUAL","Escala 1-2",TRUE,"1=Sí recordó sin apoyo visual;2=No recordó sin apoyo visual","","Sí recordó sin apoyo visual","No recordó sin apoyo visual","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Internal","Internal",NA
"323",321,311,"Q142","¿Conoce o ha escuchado hablar de Plan Estratégico de Juárez A.C.? CON APOYO VISUAL","Escala 1-2",TRUE,"1=Sí recordó con apoyo visual;2=No recordó con apoyo visual","","Sí recordó con apoyo visual","No recordó con apoyo visual","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Internal","Internal",NA
"324",322,312,"Q143.1","PEJ es una asociación apartidista y ciudadana","Escala 1-5",TRUE,"1=Totalmente de acuerdo;2=Parcialmente de acuerdo;3=Parcialmente en desacuerdo;4=Totalmente en desacuerdo;5=NS/NC","","Totalmente de acuerdo","Parcialmente de acuerdo","Parcialmente en desacuerdo","Totalmente en desacuerdo","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Internal","Internal",NA
"325",323,313,"Q143.2","PEJ es una organización con credibilidad","Escala 1-5",TRUE,"1=Totalmente de acuerdo;2=Parcialmente de acuerdo;3=Parcialmente en desacuerdo;4=Totalmente en desacuerdo;5=NS/NC","","Totalmente de acuerdo","Parcialmente de acuerdo","Parcialmente en desacuerdo","Totalmente en desacuerdo","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Internal","Internal",NA
"326",324,314,"Q143.3","PEJ es propositiva","Escala 1-5",TRUE,"1=Totalmente de acuerdo;2=Parcialmente de acuerdo;3=Parcialmente en desacuerdo;4=Totalmente en desacuerdo;5=NS/NC","","Totalmente de acuerdo","Parcialmente de acuerdo","Parcialmente en desacuerdo","Totalmente en desacuerdo","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Internal","Internal",NA
"327",325,315,"Q144","Sexo","Escala 1-2",TRUE,"1=Mujer;2=Hombre","","Mujer","Hombre","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Necesita Clasificacion","Dashboard Context","Survey Demographics",NA
"328",326,316,"Q145","Edad (escrita)","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Necesita Clasificacion","Dashboard Context","Survey Demographics",NA
"329",327,317,"Q146","Rango de edad","Escala 1-4",TRUE,"1=18 a 29 años;2=30 a 44 años;3=45 a 59 años;4=60 años o más","","18 a 29 años","30 a 44 años","45 a 59 años","60 años o más","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ordinal","Dashboard Context","Survey Demographics",NA
"330",328,318,"Q147","¿Cuál es el grado de escolaridad?","Escala 1-13",TRUE,"1=Analfabeta;2=Primaria terminada;3=Primaria incompleta;4=Secundaria terminada;5=Secundaria incompleta;6=Preparatoria terminada;7=Preparatoria incompleta;8=Universidad terminada;9=Universidad incompleta;10=Maestrías/Doctorados;11=Carrera técnica terminada;12=Carrera técnica incompleta;13=Sabe leer y escribir (no fue a la escuela)","","Analfabeta","Primaria terminada","Primaria incompleta","Secundaria terminada","Secundaria incompleta","Preparatoria terminada","Preparatoria incompleta","Universidad terminada","Universidad incompleta","Maestrías/Doctorados","Carrera técnica terminada","Carrera técnica incompleta","Sabe leer y escribir (no fue a la escuela)","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ordinal","Dashboard Context","Survey Demographics",NA
"331",329,319,"Q148","Ocupación","Escala 1-9",TRUE,"1=Hogar;2=Empleado de empresa privada;3=Empleado de empresa pública;4=Desempleado;5=Estudiante;6=Estudiante que trabaja;7=Empleador/empresario;8=Jubilado/pensionado;9=Cuenta propia/autoempleador","","Hogar","Empleado de empresa privada","Empleado de empresa pública","Desempleado","Estudiante","Estudiante que trabaja","Empleador/empresario","Jubilado/pensionado","Cuenta propia/autoempleador","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Dashboard Context","Survey Demographics",NA
"332",330,320,"Q149","¿Cuenta con Seguro Social (IMSS)?","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Dashboard Context","Survey Demographics",NA
"333",331,321,"Q150","Recibe algun ingreso personal de algun tipo?","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Dashboard Context","Survey Demographics",NA
"334",332,322,"Q151","Durante 2024, cuál fue su rango de ingreso PERSONAL por semana?","Escala 1-26",TRUE,"1= $0 a $2939.16 ;2= $2939.23 a $5878.32 ;3= $5878.39 a $8817.48 ;4= $8817.55 a $11756.64 ;5= $11756.71 a $14695.8 ;6= $14695.87 a $17634.96 ;7= $17635.03 a $20574.12 ;8= $20574.19 a $23513.28 ;9= $23513.35 a $26452.44 ;10= $26452.51 a $29391.6 ;11= $29391.67 a $32330.76 ;12= $32330.83 a $35269.92 ;13= $35269.99 a $38209.08 ;14= $38209.15 a $41148.24 ;15= $41148.31 a $44087.4 ;16= $44087.47 a $47026.56 ;17= $47026.63 a $49965.72 ;18= Mas de $49,965.79 ",""," $0 a $2939.16 "," $2939.23 a $5878.32 "," $5878.39 a $8817.48 "," $8817.55 a $11756.64 "," $11756.71 a $14695.8 "," $14695.87 a $17634.96 "," $17635.03 a $20574.12 "," $20574.19 a $23513.28 "," $23513.35 a $26452.44 "," $26452.51 a $29391.6 "," $29391.67 a $32330.76 "," $32330.83 a $35269.92 "," $35269.99 a $38209.08 "," $38209.15 a $41148.24 "," $41148.31 a $44087.4 "," $44087.47 a $47026.56 "," $47026.63 a $49965.72 "," Mas de $49,965.79 ","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ordinal","Dashboard Context","Survey Demographics",NA
"335",333,323,"Q152","A Indique si es un periodo distinto a la semana PERSONAL","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Dashboard Context","Survey Demographics",NA
"336",334,324,"Q153","Durante 2024, cuál fue su rango de ingreso FAMILIAR por semana?","Escala 1-26",TRUE,"1= $0 a $2939.16 ;2= $2939.23 a $5878.32 ;3= $5878.39 a $8817.48 ;4= $8817.55 a $11756.64 ;5= $11756.71 a $14695.8 ;6= $14695.87 a $17634.96 ;7= $17635.03 a $20574.12 ;8= $20574.19 a $23513.28 ;9= $23513.35 a $26452.44 ;10= $26452.51 a $29391.6 ;11= $29391.67 a $32330.76 ;12= $32330.83 a $35269.92 ;13= $35269.99 a $38209.08 ;14= $38209.15 a $41148.24 ;15= $41148.31 a $44087.4 ;16= $44087.47 a $47026.56 ;17= $47026.63 a $49965.72 ;18= Mas de $49,965.79 ",""," $0 a $2939.16 "," $2939.23 a $5878.32 "," $5878.39 a $8817.48 "," $8817.55 a $11756.64 "," $11756.71 a $14695.8 "," $14695.87 a $17634.96 "," $17635.03 a $20574.12 "," $20574.19 a $23513.28 "," $23513.35 a $26452.44 "," $26452.51 a $29391.6 "," $29391.67 a $32330.76 "," $32330.83 a $35269.92 "," $35269.99 a $38209.08 "," $38209.15 a $41148.24 "," $41148.31 a $44087.4 "," $44087.47 a $47026.56 "," $47026.63 a $49965.72 "," Mas de $49,965.79 ","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ordinal","Dashboard Context","Survey Demographics",NA
"337",335,325,"Q154","A Indique si es un periodo distinto a la semana FAMILIAR","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Dashboard Context","Survey Demographics",NA
"338",336,326,"Q155","Colonia, direccion visitada","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Necesita Clasificacion","Internal","Internal",NA
