variable,label,type,has_value_labels,value_labels,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Q140.1,El referendum,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q140.2,El plebiscito,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q140.3,La iniciativa ciudadana,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q140.4,La revocacion de mandato,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q140.5,Audiencias publicas,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q140.6,Consulta publica,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q140.7,Consejos consultivos,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q140.8,Comites de participacion,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q140.9,Planeacion participativa,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q140.10,Presupuesto participativo,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q140.11,Cabildo abierto,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q140.12,Contralorias sociales,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q140.13,"Mecanismos de participacion social para ninas, ninos y adolescentes",haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q141,Conoce o ha escuchado hablar de Plan Estrategico de Juarez A.C.? SIN APOYO VISUAL,haven_labelled,TRUE,1 = Sí recordó sin apoyo visual; 2 = No recordó sin apoyo visual,NA,Sí recordó sin apoyo visual,No recordó sin apoyo visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q142,Conoce o ha escuchado hablar de Plan Estrategico de Juarez A.C.? CON APOYO VISUAL,haven_labelled,TRUE,1 = Sí recordo con apoyo visual; 2 = No recordo con apoyo visual,NA,Sí recordo con apoyo visual,No recordo con apoyo visual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q143.1,PEJ es una asociación apartidista y ciudadana,haven_labelled,TRUE,1 = Totalmente de acuerdo; 2 = Parcialmente de acuerdo; 3 = Parcialmente en desacuerdo; 4 = Totalmente en desacuerdo; 5 = NS/NC,NA,Totalmente de acuerdo,Parcialmente de acuerdo,Parcialmente en desacuerdo,Totalmente en desacuerdo,NS/NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q143.2,PEJ es una organización con credibilidad,haven_labelled,TRUE,1 = Totalmente de acuerdo; 2 = Parcialmente de acuerdo; 3 = Parcialmente en desacuerdo; 4 = Totalmente en desacuerdo; 5 = NS/NC,NA,Totalmente de acuerdo,Parcialmente de acuerdo,Parcialmente en desacuerdo,Totalmente en desacuerdo,NS/NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q143.3,PEJ es propositiva,haven_labelled,TRUE,1 = Totalmente de acuerdo; 2 = Parcialmente de acuerdo; 3 = Parcialmente en desacuerdo; 4 = Totalmente en desacuerdo; 5 = NS/NC,NA,Totalmente de acuerdo,Parcialmente de acuerdo,Parcialmente en desacuerdo,Totalmente en desacuerdo,NS/NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q144,Sexo,haven_labelled,TRUE,1 = Mujer; 2 = Hombre; 3 = Otro,NA,Mujer,Hombre,Otro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q145,Edad (escrita),numeric,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q146,Rango de edad,haven_labelled,TRUE,1 = 18 a 29 anos; 2 = 30 a 44 anos; 3 = 45 a 59 anos; 4 = 60 años o mas,NA,18 a 29 anos,30 a 44 anos,45 a 59 anos,60 años o mas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q147,Cual es el grado de escolaridad?,haven_labelled,TRUE,1 = Analfabeta; 2 = Primaria terminada; 3 = Primaria incompleta; 4 = Secundaria terminada; 5 = Secundaria incompleta; 6 = Preparatoria terminada; 7 = Preparatoria incompleta; 8 = Universidad terminada; 9 = Universidad incompleta; 10 = Maestrías/Doctorados; 11 = Carrera técnica terminada; 12 = Carrera técnica incompleta; 13 = Sabe leer y escribir (no fue a la escuela),NA,Analfabeta,Primaria terminada,Primaria incompleta,Secundaria terminada,Secundaria incompleta,Preparatoria terminada,Preparatoria incompleta,Universidad terminada,Universidad incompleta,Maestrías/Doctorados,Carrera técnica terminada,Carrera técnica incompleta,Sabe leer y escribir (no fue a la escuela),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q148,Ocupacion,haven_labelled,TRUE,1 = Hogar; 2 = Empleado de empresa privada; 3 = Empleado de empresa pública; 4 = Desempleado; 5 = Estudiante; 6 = Estudiante que trabaja; 7 = Empleador/empresario; 8 = Jubilado/pensionado; 9 = Cuenta propia/autoempleador,NA,Hogar,Empleado de empresa privada,Empleado de empresa pública,Desempleado,Estudiante,Estudiante que trabaja,Empleador/empresario,Jubilado/pensionado,Cuenta propia/autoempleador,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q149,Cuenta con Seguro Social (IMSS)?,haven_labelled,TRUE,1 = Sí; 2 = No,NA,Sí,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q150,Recibe algun ingreso personal de algun tipo?,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q151,"Durante 2023, cual fue su rango de ingreso PERSONAL por semana?",haven_labelled,TRUE,"1 = $0.00 a $2,186.87; 2 = De $2,186.88 a $4,373.74; 3 = De $4,373.75 a $6,560.61; 4 = De $6,560.62 a $8,747.48; 5 = De $8,747.49 a $10,934.35; 6 = De $10,934.36 a $13,121.22; 7 = De $13,121.23 a $15,308.09; 8 = De $15,308.10 a $17,494.96; 9 = De $17,494.97 a $19,681.83; 10 = De $19,681.84 a $21,868.70; 11 = De $21,868.71 a $24,055.57; 12 = De $24,055.58  a $26,242.44; 13 = De $26,242.45 a $28,429.31; 14 = De $28,429.31 a $30,616.18; 15 = De $30,616.19 a $32,803.05; 16 = De $32,803.05 a $34,989.92; 17 = De $34,989.93 a $37,176.79; 18 = Mas de $37,176.80",NA,"$0.00 a $2,186.87","De $2,186.88 a $4,373.74","De $4,373.75 a $6,560.61","De $6,560.62 a $8,747.48","De $8,747.49 a $10,934.35","De $10,934.36 a $13,121.22","De $13,121.23 a $15,308.09","De $15,308.10 a $17,494.96","De $17,494.97 a $19,681.83","De $19,681.84 a $21,868.70","De $21,868.71 a $24,055.57","De $24,055.58  a $26,242.44","De $26,242.45 a $28,429.31","De $28,429.31 a $30,616.18","De $30,616.19 a $32,803.05","De $32,803.05 a $34,989.92","De $34,989.93 a $37,176.79","Mas de $37,176.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q152,A Indique si es un periodo distinto a la semana PERSONAL,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q153,"Durante 2023, cual fue su rango de ingreso FAMILIAR por semana?",haven_labelled,TRUE,"1 = $0.00 a $2,186.87; 2 = De $2,186.88 a $4,373.74; 3 = De $4,373.75 a $6,560.61; 4 = De $6,560.62 a $8,747.48; 5 = De $8,747.49 a $10,934.35; 6 = De $10,934.36 a $13,121.22; 7 = De $13,121.23 a $15,308.09; 8 = De $15,308.10 a $17,494.96; 9 = De $17,494.97 a $19,681.83; 10 = De $19,681.84 a $21,868.70; 11 = De $21,868.71 a $24,055.57; 12 = De $24,055.58  a $26,242.44; 13 = De $26,242.45 a $28,429.31; 14 = De $28,429.31 a $30,616.18; 15 = De $30,616.19 a $32,803.05; 16 = De $32,803.05 a $34,989.92; 17 = De $34,989.93 a $37,176.79; 18 = Mas de $37,176.80",NA,"$0.00 a $2,186.87","De $2,186.88 a $4,373.74","De $4,373.75 a $6,560.61","De $6,560.62 a $8,747.48","De $8,747.49 a $10,934.35","De $10,934.36 a $13,121.22","De $13,121.23 a $15,308.09","De $15,308.10 a $17,494.96","De $17,494.97 a $19,681.83","De $19,681.84 a $21,868.70","De $21,868.71 a $24,055.57","De $24,055.58  a $26,242.44","De $26,242.45 a $28,429.31","De $28,429.31 a $30,616.18","De $30,616.19 a $32,803.05","De $32,803.05 a $34,989.92","De $34,989.93 a $37,176.79","Mas de $37,176.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q154,A Indique si es un periodo distinto a la semana FAMILIAR,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q155,Fue supervisado?,haven_labelled,TRUE,1 = Sí; 2 = No,NA,Sí,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
